Datetime,Trial,Wig,Thermocouple,temp,Radiation,WindSpeed
2018-10-23T14:37:46Z,1,Nude,1,26.6,On,2.5
2018-10-23T14:37:46Z,1,Nude,2,35.8,On,2.5
2018-10-23T14:37:46Z,1,Nude,3,40.8,On,2.5
2018-10-23T14:37:46Z,1,Nude,4,39,On,2.5
2018-10-23T14:38:16Z,1,Nude,1,26.6,On,2.5
2018-10-23T14:38:16Z,1,Nude,2,35.8,On,2.5
2018-10-23T14:38:16Z,1,Nude,3,40.7,On,2.5
2018-10-23T14:38:16Z,1,Nude,4,39.2,On,2.5
2018-10-23T14:38:46Z,1,Nude,1,26.6,On,2.5
2018-10-23T14:38:46Z,1,Nude,2,35.6,On,2.5
2018-10-23T14:38:46Z,1,Nude,3,41,On,2.5
2018-10-23T14:38:46Z,1,Nude,4,39.2,On,2.5
2018-10-23T14:39:16Z,1,Nude,1,26.4,On,2.5
2018-10-23T14:39:16Z,1,Nude,2,35.9,On,2.5
2018-10-23T14:39:16Z,1,Nude,3,40.5,On,2.5
2018-10-23T14:39:16Z,1,Nude,4,39.1,On,2.5
2018-10-23T14:39:46Z,1,Nude,1,26.5,On,2.5
2018-10-23T14:39:46Z,1,Nude,2,35.4,On,2.5
2018-10-23T14:39:46Z,1,Nude,3,40.7,On,2.5
2018-10-23T14:39:46Z,1,Nude,4,39.4,On,2.5
2018-10-23T14:40:16Z,1,Nude,1,26.3,On,2.5
2018-10-23T14:40:16Z,1,Nude,2,35.6,On,2.5
2018-10-23T14:40:16Z,1,Nude,3,40.4,On,2.5
2018-10-23T14:40:16Z,1,Nude,4,38.9,On,2.5
2018-10-23T14:40:46Z,1,Nude,1,26.3,On,2.5
2018-10-23T14:40:46Z,1,Nude,2,35.6,On,2.5
